(5022, 11182)
(5028, 3312)
(5030, 10560)
(5042, 4070)
(5044, 3148)
(5052, 9864)
(5064, 11304)
(5070, 3616)
(5070, 10148)
(5080, 9774)
(5082, 1038)
(5090, 4090)
(5102, 10496)
(5102, 11194)
(5104, 11266)
(5106, 11348)
(5114, 9848)
(5120, 13242)
(5126, 4480)
(5134, 10348)
(5140, 10700)
(5152, 10968)
(5164, 11140)
(5168, 10018)
(5170, 9632)
(5172, 9846)
(5180, 9896)
(5196, 10264)
(5210, 8924)
(5218, 4502)
(5230, 10460)
(5234, 2154)
(5240, 9942)
(5242, 11154)
(5254, 10562)
(5256, 2144)
(5260, 10194)
(5262, 10216)
(5270, 11214)
(5272, 11170)
(5282, 11128)
(5282, 11206)
(5286, 5908)
(5288, 5036)
(5308, 2050)
(5312, 1560)
(5320, 10792)
(5330, 1010)
(5330, 9144)
(5344, 5246)
(5346, 2090)
(5346, 10156)
(5348, 10474)
(5360, 7868)
(5362, 8916)
(5364, 10174)
(5366, 7870)
(5368, 3168)
(5376, 5790)
(5402, 10326)
(5406, 1028)
(5414, 10250)
(5414, 10368)
(5418, 9214)
(5420, 9750)
(5432, 1044)
(5438, 1192)
(5438, 5802)
(5442, 3352)
(5450, 10768)
(5480, 10724)
(5486, 9760)
(5500, 9776)
(5534, 3654)
(5558, 7196)
(5560, 9594)
(5566, 2216)
(5584, 10558)
(5586, 10046)
(5594, 4020)
(5596, 6498)
(5636, 1458)
(5638, 1308)
(5644, 2198)
(5658, 5404)
(5664, 1966)
(5674, 9546)
(5678, 7646)
(5688, 10222)
(5692, 9280)
(5700, 3174)
(5708, 1400)
(5714, 9208)
(5722, 9222)
(5730, 10970)
(5736, 1482)
(5738, 10366)
(5746, 4198)
(5750, 3664)
(5772, 1694)
(5794, 5288)
(5796, 8892)
(5800, 8890)
(5802, 1984)
(5802, 9572)
(5806, 7976)
(5812, 5892)
(5814, 9462)
(5820, 6716)
(5824, 9044)
(5826, 10580)
(5828, 9460)
(5834, 9490)
(5840, 9256)
(5842, 9610)
(5844, 9308)
(5848, 9470)
(5852, 9226)
(5874, 1788)
(5884, 4180)
(5902, 2216)
(5904, 3312)
(5912, 10528)
(5934, 4200)
(5934, 9818)
(5944, 1728)
(5974, 2396)
(5974, 9430)
(5984, 7976)
(5986, 2460)
(6002, 9254)
(6014, 5958)
(6016, 2524)
(6024, 9706)
(6024, 9970)
(6032, 10038)
(6046, 8008)
(6066, 9652)
(6104, 4204)
(6152, 3604)
(6158, 10294)
(6164, 4948)
(6174, 7226)
(6180, 10062)
(6188, 8072)
(6200, 4984)
(6208, 13492)
(6246, 2640)
(6284, 5300)
(6290, 8002)
(6304, 4870)
(6304, 9446)
(6344, 8072)
(6344, 8268)
(6346, 7858)
(6374, 6862)
(6394, 5098)
(6424, 5052)
(6444, 5522)
(6464, 8170)
(6466, 3218)
(6472, 8178)
(6508, 3324)
(6514, 6826)
(6556, 8100)
(6566, 8106)
(6568, 9146)
(6598, 8342)
(6612, 7090)
(6642, 3102)
(6646, 13240)
(6652, 4816)
(6656, 4712)
(6658, 9462)
(6658, 9664)
(6684, 9210)
(6700, 9634)
(6718, 9534)
(6726, 5282)
(6744, 9640)
(6746, 74)
(6760, 3064)
(6760, 9644)
(6776, 4386)
(6778, 4520)
(6778, 7642)
(6782, 9222)
(6784, 4772)
(6786, 4464)
(6796, 7638)
(6828, 82)
(6836, 7624)
(6844, 5468)
(6856, 7448)
(6860, 110)
(6866, 5402)
(6870, 4516)
(6894, 3920)
(6900, 14162)
(6920, 3960)
(6970, 7724)
(7016, 5552)
(7024, 7768)
(7024, 9872)
(7050, 4448)
(7056, 7682)
(7058, 174)
(7068, 7814)
(7080, 3148)
(7082, 3436)
(7092, 7620)
(7110, 8956)
(7122, 3492)
(7122, 3626)
(7124, 3322)
(7146, 7122)
(7168, 3248)
(7170, 3860)
(7174, 8976)
(7184, 3364)
(7190, 14168)
(7192, 4478)
(7192, 6918)
(7196, 3234)
(7202, 8096)
(7208, 14124)
(7222, 7856)
(7256, 7484)
(7258, 3292)
(7274, 4736)
(7284, 8096)
(7288, 7568)
(7304, 364)
(7316, 4932)
(7326, 7122)
(7338, 4580)
(7348, 7588)
(7360, 7592)
(7366, 7844)
(7380, 7656)
(7382, 4300)
(7382, 5362)
(7400, 114)
(7414, 9012)
(7452, 8976)
(7458, 5600)
(7458, 7700)
(7462, 3414)
(7464, 7576)
(7490, 7876)
(7496, 8000)
(7504, 3380)
(7504, 7662)
(7512, 7232)
(7520, 7236)
(7528, 3728)
(7542, 7414)
(7554, 2152)
(7584, 2182)
(7594, 7014)
(7596, 3420)
(7610, 8780)
(7616, 8696)
(7618, 8876)
(7622, 7660)
(7652, 3394)
(7660, 374)
(7666, 8924)
(7680, 3978)
(7690, 8196)
(7690, 8782)
(7700, 4028)
(7702, 8944)
(7704, 5348)
(7708, 8848)
(7714, 7808)
(7744, 9154)
(7746, 4102)
(7748, 4060)
(7748, 7800)
(7770, 9016)
(7794, 3644)
(7802, 8616)
(7818, 3702)
(7822, 4308)
(7836, 6552)
(7844, 366)
(7852, 424)
(7856, 4552)
(7868, 4340)
(7872, 8846)
(7910, 8624)
(7928, 7304)
(7928, 8488)
(7938, 8798)
(7944, 8048)
(7968, 424)
(7974, 7276)
(7976, 8118)
(7978, 8040)
(8008, 8314)
(8016, 9072)
(8030, 8196)
(8030, 8668)
(8072, 8106)
(8082, 5902)
(8082, 5974)
(8090, 7512)
(8098, 8698)
(8102, 4588)
(8102, 7502)
(8116, 9282)
(8118, 8434)
(8146, 8686)
(8160, 8862)
(8166, 8878)
(8180, 8392)
(8198, 5156)
(8206, 428)
(8218, 5798)
(8222, 5786)
(8230, 8790)
(8238, 9024)
(8270, 9164)
(8288, 7874)
(8292, 9076)
(8296, 4512)
(8312, 5438)
(8316, 9128)
(8324, 4654)
(8326, 486)
(8326, 5408)
(8326, 7636)
(8332, 8864)
(8340, 478)
(8340, 4550)
(8358, 8594)
(8376, 8672)
(8402, 524)
(8402, 4818)
(8412, 8798)
(8428, 4930)
(8434, 5768)
(8434, 5830)
(8442, 8846)
(8456, 7366)
(8460, 5198)
(8474, 5984)
(8482, 7810)
(8490, 9434)
(8496, 202)
(8498, 4518)
(8506, 380)
(8512, 8890)
(8516, 9556)
(8528, 8532)
(8536, 5692)
(8540, 330)
(8548, 9030)
(8548, 9142)
(8564, 9568)
(8570, 4674)
(8572, 4606)
(8584, 9558)
(8588, 6394)
(8594, 9058)
(8602, 250)
(8630, 4728)
(8632, 8814)
(8644, 8750)
(8652, 208)
(8670, 8592)
(8670, 9674)
(8684, 8916)
(8692, 5692)
(8698, 8460)
(8698, 8680)
(8700, 8268)
(8702, 4728)
(8706, 9000)
(8714, 8904)
(8726, 8636)
(8740, 9670)
(8742, 7626)
(8744, 9024)
(8754, 9478)
(8770, 4884)
(8774, 9766)
(8784, 8932)
(8790, 9430)
(8796, 9024)
(8812, 5898)
(8812, 6544)
(8816, 5832)
(8820, 8500)
(8822, 8912)
(8822, 8952)
(8824, 5064)
(8834, 6000)
(8834, 9526)
(8840, 8936)
(8842, 8962)
(8862, 7090)
(8864, 9574)
(8868, 9924)
(8870, 5660)
(8870, 9772)
(8888, 6370)
(8892, 4634)
(8896, 8684)
(8906, 6412)
(8906, 8902)
(8916, 9540)
(8924, 5330)
(8936, 9094)
(8942, 8932)
(8970, 9768)
(8976, 8162)
(8984, 9788)
(8996, 6372)
(9004, 8862)
(9016, 8656)
(9016, 9440)
(9024, 9044)
(9026, 9064)
(9030, 4574)
(9034, 9688)
(9036, 4442)
(9042, 5766)
(9042, 9124)
(9048, 8576)
(9052, 6908)
(9080, 8946)
(9086, 9328)
(9090, 8776)
(9094, 10010)
(9098, 9484)
(9104, 6476)
(9106, 9352)
(9110, 6474)
(9124, 9786)
(9134, 5442)
(9146, 9720)
(9164, 9866)
(9194, 8916)
(9204, 5424)
(9210, 8354)
(9222, 7898)
(9228, 8344)
(9236, 6572)
(9240, 9388)
(9258, 4378)
(9274, 9222)
(9288, 9206)
(9296, 8984)
(9310, 9670)
(9312, 4348)
(9332, 6382)
(9340, 9426)
(9352, 13876)
(9364, 4350)
(9364, 5600)
(9372, 9550)
(9376, 9622)
(9394, 13810)
(9396, 10110)
(9408, 8122)
(9410, 6080)
(9410, 13644)
(9422, 8732)
(9424, 8924)
(9432, 10100)
(9434, 14306)
(9438, 9114)
(9460, 10334)
(9462, 6536)
(9478, 6242)
(9480, 9134)
(9490, 7896)
(9524, 8376)
(9530, 6702)
(9540, 7918)
(9562, 5748)
(9564, 9144)
(9566, 9044)
(9568, 4878)
(9574, 8840)
(9584, 4872)
(9586, 8232)
(9588, 9716)
(9592, 4826)
(9594, 5634)
(9598, 4338)
(9612, 8038)
(9618, 8228)
(9640, 8934)
(9644, 4262)
(9654, 8224)
(9664, 4218)
(9670, 7634)
(9684, 7598)
(9686, 4224)
(9686, 8866)
(9692, 6160)
(9714, 4488)
(9726, 8174)
(9760, 9256)
(9762, 9954)
(9766, 9490)
(9766, 9522)
(9788, 9626)
(9794, 4288)
(9798, 6464)
(9804, 5576)
(9818, 7504)
(9820, 224)
(9820, 8890)
(9824, 6196)
(9844, 5856)
(9850, 9222)
(9862, 7922)
(9862, 9326)
(9864, 10164)
(9884, 7968)
(9892, 9404)
(9896, 4502)
(9900, 6224)
(9932, 7208)
(9958, 136)
(9970, 9178)
(9980, 7744)
(9994, 6800)
(10000, 7998)
(10000, 9256)
(10008, 9136)
(10008, 9296)
(10018, 9312)
(10030, 8956)
(10042, 9314)
(10056, 8910)
(10058, 9692)
(10098, 8520)
(10104, 9178)
(10106, 6566)
(10112, 6914)
(10118, 138)
(10118, 9298)
(10126, 9410)
(10132, 10292)
(10138, 7650)
(10154, 504)
(10186, 4564)
(10186, 9888)
(10196, 7862)
(10200, 4586)
(10204, 8354)
(10212, 8352)
(10214, 6974)
(10218, 9330)
(10224, 9868)
(10260, 6460)
(10268, 440)
(10270, 9236)
(10276, 8848)
(10292, 9334)
(10294, 8080)
(10302, 9172)
(10302, 9326)
(10308, 6478)
(10308, 7734)
(10312, 9768)
(10322, 9168)
(10332, 8218)
(10334, 8846)
(10334, 9780)
(10338, 7048)
(10350, 8928)
(10352, 10308)
(10388, 6948)
(10396, 8634)
(10400, 5466)
(10404, 6870)
(10406, 8008)
(10416, 9630)
(10436, 5840)
(10442, 5136)
(10448, 6566)
(10454, 6148)
(10456, 7010)
(10462, 5372)
(10466, 10206)
(10470, 7470)
(10478, 10476)
(10490, 5208)
(10492, 5344)
(10502, 6680)
(10512, 9120)
(10546, 5418)
(10552, 5248)
(10566, 6962)
(10574, 5366)
(10574, 5434)
(10576, 5610)
(10588, 5506)
(10592, 5206)
(10632, 8040)
(10632, 8062)
(10632, 9218)
(10638, 5224)
(10642, 5512)
(10642, 9344)
(10644, 5462)
(10650, 8058)
(10660, 540)
(10670, 7296)
(10676, 5204)
(10680, 7430)
(10686, 8692)
(10710, 6942)
(10720, 5588)
(10722, 9298)
(10736, 7424)
(10740, 5364)
(10754, 10032)
(10760, 6806)
(10766, 7092)
(10778, 4710)
(10780, 108)
(10798, 148)
(10800, 13372)
(10804, 13274)
(10814, 7436)
(10820, 9764)
(10822, 8480)
(10840, 7586)
(10842, 9224)
(10848, 8360)
(10858, 394)
(10860, 4830)
(10876, 10006)
(10886, 8110)
(10896, 9068)
(10918, 8192)
(10922, 5368)
(10928, 5242)
(10930, 7714)
(10948, 8260)
(10954, 7760)
(10962, 5510)
(10962, 11778)
(10970, 8178)
(10990, 5828)
(10994, 7784)
(10998, 8884)
(11030, 7936)
(11052, 9540)
(11058, 9588)
(11062, 9378)
(11068, 7754)
(11072, 5552)
(11072, 8132)
(11084, 4960)
(11086, 8514)
(11088, 9970)
(11090, 8328)
(11098, 10314)
(11104, 13366)
(11118, 8488)
(11124, 13380)
(11130, 8324)
(11132, 5594)
(11134, 9576)
(11142, 5902)
(11144, 6816)
(11158, 9246)
(11160, 8454)
(11164, 14082)
(11168, 8200)
(11174, 9556)
(11174, 9600)
(11196, 5886)
(11210, 8472)
(11214, 7990)
(11226, 9444)
(11228, 10270)
(11238, 8078)
(11242, 8592)
(11246, 8616)
(11248, 7844)
(11256, 8072)
(11258, 7802)
(11294, 2244)
(11310, 12444)
(11324, 9156)
(11344, 10296)
(11346, 5106)
(11358, 7836)
(11360, 7618)
(11364, 12096)
(11372, 5656)
(11372, 5778)
(11374, 7046)
(11378, 5118)
(11388, 8884)
(11392, 6958)
(11392, 8646)
(11400, 2216)
(11402, 8444)
(11404, 5432)
(11412, 5494)
(11418, 5626)
(11418, 10150)
(11424, 14060)
(11428, 12090)
(11444, 5868)
(11448, 11974)
(11450, 5016)
(11458, 7690)
(11462, 5394)
(11472, 7580)
(11476, 11828)
(11478, 7766)
(11504, 5864)
(11532, 5684)
(11546, 13634)
(11548, 8946)
(11552, 14038)
(11592, 7978)
(11596, 5340)
(11600, 11674)
(11626, 6168)
(11628, 6908)
(11630, 5496)
(11630, 7596)
(11638, 5596)
(11648, 11290)
(11652, 9218)
(11654, 11712)
(11656, 5652)
(11662, 1884)
(11662, 5568)
(11670, 8584)
(11672, 3848)
(11686, 5454)
(11686, 11910)
(11696, 8778)
(11710, 360)
(11710, 7582)
(11720, 13966)
(11732, 2958)
(11734, 6540)
(11740, 5824)
(11752, 8306)
(11754, 13918)
(11774, 13890)
(11782, 2298)
(11784, 7120)
(11812, 5700)
(11814, 12578)
(11826, 8426)
(11832, 13848)
(11854, 9800)
(11856, 7248)
(11860, 7688)
(11868, 5622)
(11882, 4864)
(11886, 14128)
(11888, 9592)
(11898, 5376)
(11898, 11908)
(11900, 6086)
(11900, 12664)
(11916, 4908)
(11920, 14306)
(11934, 12592)
(11936, 222)
(11936, 756)
(11940, 5754)
(11948, 746)
(11972, 5472)
(11994, 634)
(11996, 5564)
(11996, 12598)
(12020, 12484)
(12024, 6102)
(12032, 5482)
(12034, 8980)
(12046, 14112)
(12052, 5414)
(12052, 8432)
(12052, 12060)
(12054, 7476)
(12068, 9950)
(12076, 14236)
(12078, 10560)
(12094, 8236)
(12096, 7602)
(12112, 9756)
(12128, 5260)
(12130, 14092)
(12136, 5586)
(12148, 5252)
(12150, 12118)
(12154, 5152)
(12160, 5718)
(12168, 398)
(12170, 13962)
(12174, 10386)
(12176, 10494)
(12190, 7466)
(12194, 5480)
(12204, 4698)
(12204, 5114)
(12206, 5462)
(12230, 4610)
(12232, 5660)
(12232, 5708)
(12236, 14348)
(12242, 13872)
(12248, 14028)
(12256, 5226)
(12278, 5204)
(12280, 9744)
(12282, 4688)
(12294, 5178)
(12298, 6150)
(12308, 4674)
(12320, 5244)
(12380, 5220)
(12380, 10706)
(12384, 14312)
(12388, 5444)
(12392, 5140)
(12400, 4598)
(12402, 4536)
(12406, 9032)
(12410, 14162)
(12414, 5778)
(12424, 14082)
(12426, 4530)
(12430, 5082)
(12442, 5804)
(12448, 5752)
(12450, 4566)
(12450, 5504)
(12454, 5162)
(12476, 4604)
(12480, 4710)
(12490, 4168)
(12492, 9842)
(12510, 5620)
(12512, 14224)
(12514, 14200)
(12530, 376)
(12538, 5388)
(12540, 7400)
(12552, 4658)
(12558, 5314)
(12560, 4616)
(12560, 14074)
(12566, 7566)
(12574, 8058)
(12576, 5294)
(12578, 4750)
(12578, 5116)
(12590, 5520)
(12600, 5722)
(12600, 8050)
(12600, 8996)
(12610, 6220)
(12614, 8096)
(12618, 5650)
(12650, 4672)
(12654, 7946)
(12656, 5306)
(12660, 8968)
(12664, 4694)
(12664, 9474)
(12668, 7104)
(12668, 8068)
(12676, 5210)
(12678, 11302)
(12684, 8056)
(12692, 5160)
(12706, 5098)
(12718, 5426)
(12720, 5490)
(12726, 4732)
(12738, 13842)
(12742, 6174)
(12756, 5690)
(12792, 13392)
(12804, 5236)
(12804, 5682)
(12814, 10216)
(12820, 5852)
(12820, 13626)
(12822, 5124)
(12822, 11632)
(12836, 5788)
(12862, 11842)
(12866, 5752)
(12866, 7340)
(12868, 11816)
(12870, 8466)
(12870, 9534)
(12892, 11264)
(12914, 9566)
(12950, 7310)
(12966, 7278)
(12984, 5304)
(12986, 9202)
(12990, 5400)
(12992, 13214)
(13018, 13474)
(13026, 10440)
(13030, 10640)
(13034, 5270)
(13048, 9612)
(13050, 3756)
(13050, 5394)
(13050, 7686)
(13052, 5698)
(13052, 6286)
(13088, 5648)
(13088, 8842)
(13096, 5638)
(13110, 5750)
(13110, 8982)
(13112, 4856)
(13112, 5450)
(13120, 7750)
(13162, 9418)
(13170, 4802)
(13174, 13002)
(13190, 12890)
(13208, 5744)
(13218, 4244)
(13230, 5694)
(13242, 9070)
(13250, 3724)
(13256, 5648)
(13264, 4958)
(13278, 5884)
(13280, 3658)
(13308, 5064)
(13308, 9496)
(13308, 12754)
(13310, 5006)
(13312, 4420)
(13326, 7788)
(13330, 5928)
(13340, 3576)
(13340, 9190)
(13342, 4428)
(13346, 9502)
(13368, 8774)
(13376, 4390)
(13378, 12672)
(13380, 9184)
(13386, 3602)
(13386, 13356)
(13390, 3550)
(13396, 9236)
(13396, 10756)
(13400, 4868)
(13408, 13382)
(13422, 5652)
(13440, 9194)
(13446, 8832)
(13472, 12534)
(13484, 4818)
(13486, 4884)
(13488, 4818)
(13494, 5858)
(13510, 8878)
(13522, 12570)
(13526, 3764)
(13526, 11310)
(13528, 4190)
(13564, 3606)
(13580, 7540)
(13584, 3398)
(13586, 4772)
(13600, 5870)
(13620, 3350)
(13628, 5954)
(13664, 3464)
(13670, 3524)
(13682, 3546)
(13692, 4384)
(13698, 6000)
(13728, 6240)
(13750, 3228)
(13762, 1218)
(13766, 4584)
(13766, 13876)
(13778, 8886)
(13788, 9922)
(13792, 12244)
(13794, 1196)
(13806, 11872)
(13814, 9328)
(13818, 3226)
(13818, 4238)
(13824, 3252)
(13826, 7064)
(13838, 7034)
(13848, 11744)
(13856, 3284)
(13862, 11800)
(13888, 3742)
(13890, 3974)
(13892, 4482)
(13898, 5896)
(13930, 888)
(13930, 6002)
(13958, 9782)
(13972, 6242)
(13976, 3826)
(13982, 9206)
(13998, 12892)
(14002, 3638)
(14026, 11790)
(14038, 858)
(14044, 8216)
(14046, 4052)
(14052, 9840)
(14056, 4524)
(14060, 7440)
(14066, 4538)
(14084, 6066)
(14084, 8266)
(14100, 5932)
(14114, 808)
(14126, 4252)
(14134, 9888)
(14136, 4194)
(14144, 8704)
(14150, 5944)
(14178, 3990)
(14180, 4050)
(14196, 3226)
(14202, 5524)
(14208, 4424)
(14228, 4286)
(14234, 4284)
(14240, 11664)
(14260, 3268)
(14270, 10106)
(14280, 8790)
(14282, 9744)
(14304, 9284)
(14320, 3786)
(14342, 2824)
(14358, 5338)
(14366, 5284)
(14392, 8786)
(14410, 3006)
(14424, 5460)
(14434, 892)
(14440, 8386)
(14446, 8490)
(14448, 3470)
(14462, 3046)
(14464, 3000)
(14464, 8716)
(14466, 3388)
(14468, 658)
(14468, 8794)
(14468, 12176)
(14484, 2914)
(14526, 10120)
(14528, 2732)
(14536, 3030)
(14550, 8)
(14556, 3004)
(14576, 2992)
(14594, 3778)
(14608, 8670)
(14614, 12020)
(14620, 3686)
(14626, 2890)
(14626, 9310)
(14654, 8444)
(14676, 3010)
(14678, 3642)
(14678, 14268)
(14684, 9496)
(14698, 8432)
(14712, 9712)
(14714, 10370)
(14716, 2910)
(14716, 10490)
(14718, 14220)
(14732, 548)
(14732, 10524)
(14738, 5410)
(14748, 10704)
(14806, 1240)
(14830, 3692)
(14850, 10814)
(14852, 2916)
(14852, 7182)
(14862, 12154)
(14876, 2956)
(14882, 494)
(14920, 2808)
(14932, 2944)
(14980, 13280)
(15006, 14316)
(15010, 5136)
(15012, 8252)
(15018, 8866)
(15018, 13524)
(15030, 3302)
(15052, 3012)
(15102, 1258)
(15156, 4934)
(15160, 13948)
(15176, 1110)
(15182, 9594)
(15186, 3532)
(15190, 3412)
(15190, 10048)
(15192, 1318)
(15194, 8946)
(15196, 6672)
(15218, 9034)
(15232, 1172)
(15244, 9594)
(15254, 6608)
(15260, 2754)
(15268, 6612)
(15306, 8332)
(15306, 12376)
(15324, 2650)
(15328, 6224)
(15344, 13410)
(15350, 9640)
(15358, 7448)
(15378, 7450)
(15396, 3170)
(15462, 10088)
(15472, 8510)
(15520, 5894)
(15544, 8372)
(15590, 1148)
(15600, 14110)
(15602, 5816)
(15610, 6342)
(15612, 9304)
(15630, 2738)
(15632, 5824)
(15642, 1280)
(15652, 2614)
(15662, 1254)
(15662, 5816)
(15678, 6958)
(15684, 3212)
(15702, 2262)
(15706, 7038)
(15726, 9972)
(15752, 1758)
(15758, 1962)
(15766, 2974)
(15766, 5870)
(15768, 6206)
(15784, 9054)
(15788, 2008)
(15790, 9482)
(15794, 12420)
(15798, 11030)
(15812, 2508)
(15812, 6178)
(15822, 5026)
(15838, 7180)
(15844, 4532)
(15856, 9744)
(15858, 1670)
(15866, 9808)
(15868, 7340)
(15878, 14020)
(15884, 7082)
(15896, 8866)
(15898, 14048)
(15926, 6014)
(15928, 6254)
(15938, 3106)
(15942, 1650)
(15942, 9960)
(15950, 7846)
(15962, 2380)
(15978, 1742)
(15978, 13068)
(15982, 10726)
(15986, 2956)
(15994, 9190)
(16004, 11002)
(16012, 7290)
(16028, 10302)
(16034, 10078)
(16038, 2866)
(16038, 10272)
(16050, 9456)
(16062, 9820)
(16064, 7560)
(16082, 2590)
(16084, 7056)
(16104, 7886)
(16116, 8568)
(16116, 10380)
(16122, 2656)
(16152, 7742)
(16156, 9838)
(16160, 2888)
(16174, 9938)
(16186, 9100)
(16210, 7720)
(16218, 8086)
(16222, 9078)
(16258, 8242)
(16262, 7714)
(16284, 7146)
(16318, 5554)
(16326, 4468)
(16350, 8120)
(16356, 5314)
(16356, 8980)
(16362, 7658)
(16380, 7788)
(16380, 10102)
(16400, 5462)
(16408, 9020)
(16430, 6132)
(16444, 4306)
(16476, 9134)
(16494, 4282)
(16508, 2702)
(16534, 2872)
(16536, 9010)
(16588, 5410)
(16590, 14370)
(16596, 9804)
(16600, 2784)
(16618, 4920)
(16640, 7324)
(16664, 14038)
(16700, 9376)
(16702, 14010)
(16724, 7850)
(16732, 10260)
(16740, 6856)
(16742, 8482)
